1	1	0	1	1	0.176874081	0.033033033	0.524708845	1	-1 
1	1	0	1	1	0.377756002	0.01012012	0.477179729	1	-1 
0	0	0	0	0	0.588437041	0.001501502	0.050361977	1	-1 
0	0	0	1	0	0.470847624	0.009009009	0.031476235	1	-1 
1	1	1	1	0	0.13032827	0.249249249	0.192634561	1	1 
1	1	1	0	1	0.085252327	0.063108108	0.113943972	1	1 
1	1	1	0	0	0.274865262	0.029029029	0.069247718	1	-1 
1	1	1	1	0	0.274865262	0.024024024	0.116462071	1	-1 
1	1	1	1	1	0.323860853	0.014804805	0.234497954	1	1 
0	1	1	0	0	0.323860853	0.028623624	0.1630469	1	-1 
1	1	1	1	1	0.104360608	0.02503003	0.195467422	1	1 
1	1	1	0	0	0.33855953	0.033758759	0.088133459	1	-1 
1	1	0	1	1	0.119549241	0.024024024	0.253068933	1	1 
0	1	1	0	1	0.244487996	0.006906907	0.031476235	1	-1 
1	1	1	0	1	0.176874081	0.074074074	0.154233554	1	-1 
0	0	0	0	0	0.470847624	0.029029029	0.100723953	1	-1 
1	1	1	1	0	0.069083782	0.004379379	0.080579163	1	1 
1	1	1	0	1	0.136697697	0.027282282	0	1	-1 
0	0	1	0	0	0.421852033	0.004004004	0.031476235	1	-1 
0	1	0	0	0	0.078392945	0.079079079	0.194837897	0	1 
0	1	0	0	0	0.07055365	0.024024024	0.186968839	0	1 
1	1	0	0	0	0.127878491	0.004004004	0.157381177	0	1 
0	1	0	0	1	0.078882901	0.024024024	0	0	1 
1	0	0	1	1	0.020088192	0.024024024	0	0	1 
0	1	0	0	0	0.510044096	0.014014014	0.127163991	0	1 
0	0	0	1	0	0.627633513	0.029029029	0.064526283	0	-1 
0	0	0	0	0	0.568838805	0.001501502	0.031476235	0	-1 
0	0	0	1	0	0.069083782	0.024024024	0.059804847	0	1 
0	0	0	0	0	0.74522293	0.004004004	0.031476235	0	-1 
0	0	0	0	0	1	0.001551552	0.031476235	0	-1 
0	0	0	0	0	0.274865262	0.004004004	0.134088763	0	-1 
1	1	0	1	0	0	0.013613614	0.151715455	0	1 
1	1	0	1	1	0.055365017	0.009009009	0.289266604	0	1 
0	0	0	0	0	0.617834395	0.009049049	0.031476235	0	-1 
0	1	0	0	0	0.323860853	0.027427427	0	0	-1 
0	1	0	0	0	0.108280255	0.014014014	0.19924457	0	1 
0	0	0	1	0	0.372856443	0.039039039	0.088133459	0	-1 
0	1	0	0	0	0.186183244	0.014014014	0.210890777	0	1 
1	1	0	1	0	0.280744733	0.024024024	0.395341517	0	1 
0	1	1	1	1	0.30867222	0.014014014	0.301542336	0	1 
0	0	0	0	0	0.421852033	0.001501502	0.069247718	0	-1 
0	1	0	1	0	0.289073983	0.004004004	1	0	1 
0	0	0	0	0	0.617834395	0.001501502	0.047214353	0	-1 
1	1	1	0	0	0.8588927	0.05460961	0	0	-1 
1	1	0	1	0	0.11366977	0.0154004	0.074283916	0	1 
0	1	1	1	0	0.323860853	0.004004004	0.102297765	0	1 
0	0	0	0	0	0.666829985	0.014014014	0.094428706	0	-1 
1	1	1	0	0	0.176874081	0.011511512	0	0	-1 
0	1	0	1	0	0.617834395	0.024074074	0	0	-1 
0	1	0	0	0	0.421852033	0.004004004	0.167768335	0	-1 
0	0	0	1	0	0.225869672	0.001130881	0.04406673	0	1 
0	0	0	0	0	0.568838805	0.004004004	0.179414542	0	-1 
1	1	1	1	1	0.120529152	0.057407407	0.229776519	0	1 
0	1	0	0	1	0.421852033	0.009009009	0.031476235	0	-1 
1	1	1	1	0	0.176874081	0.009009009	0.138495436	0	1 
0	0	0	0	0	0.80744733	0.024024024	0.069247718	0	-1 
1	1	0	1	1	0.067613915	0.039039039	0.267233239	0	1 
0	0	0	0	0	0.43655071	0.004004004	0	0	-1 
0	0	0	0	0	1	0.009009009	0	0	-1 
0	1	1	0	0	0.510534052	0.049049049	0.125904942	0	-1 
0	0	0	0	0	0.274865262	0.001501502	0.062952471	0	-1 
0	0	0	1	0	0.397354238	0	0	0	-1 

