1	1	1	1	1	0.187163155	0.029029029	0.107963488	1	1 
1	1	0	1	1	0.19500245	0.004004004	0.64841045	1	1 
1	1	0	1	0	0.103380696	0.014014014	0	1	1 
0	1	1	1	1	0.127878491	0.009009009	0.276990872	1	1 
0	1	1	1	1	0.225869672	0.014014014	0.256846081	1	1 
1	1	1	0	1	0.152376286	1	0	1	1 
1	1	1	0	1	0.096521313	0.049049049	0.222222222	1	1 
1	1	1	0	0	0.078882901	0.014014014	0.070506767	1	1 
1	1	1	0	1	0.264576188	0.249249249	0.535410765	1	1 
1	1	1	1	1	0.256246938	0.026711712	0.749449166	1	1 
1	1	1	0	1	0.282214601	1	0	1	1 
0	1	1	0	1	0.251347379	0.049049049	0.639911867	1	1 
1	1	1	1	0	0.421852033	0.024024024	0.110166824	1	-1 
1	1	1	1	0	0.421852033	0.021671672	0.145420208	1	-1 
1	0	1	0	1	0.323860853	0.024024024	0.181303116	1	-1 
0	1	1	0	1	0.157275845	0.010510511	0.088448222	1	-1 
0	1	1	0	1	0.078882901	0.049049049	0.055083412	1	-1 
1	1	1	0	0	0.323860853	0.049049049	0	1	-1 
0	0	1	0	1	0.127878491	0.049049049	0	1	-1 
1	1	0	0	1	0.230279275	0.274274274	0.44255587	1	1 
1	1	1	0	1	0.176874081	0.499499499	0	1	1 
1	1	0	1	1	0.094561489	0.024024024	0.668555241	1	1 
1	1	0	0	1	0.568838805	0.049049049	0.050676739	1	-1 
1	1	0	0	0	0.344928956	0.014014014	0.335221907	1	-1 
1	1	0	0	1	0.02988731	0.024024024	0.0802644	1	-1 
0	0	1	0	0	0.392454679	0.029029029	0.121183506	1	-1 
1	1	0	0	1	0.329740323	0.029029029	0	1	-1 
0	0	0	1	1	0.176874081	0.099099099	0.077116777	1	-1 
0	0	0	0	0	0.176874081	0.009009009	0.051935788	1	-1 
1	1	0	0	1	0.427731504	0.054054054	0	1	-1 
0	0	0	0	1	0.127878491	0.021496496	0.194523135	1	-1 
0	0	0	0	0	0.176874081	0.029029029	0.107019201	1	-1 
1	1	1	1	1	0.133268006	0.249249249	0.398803903	1	1 
1	1	0	1	1	0.196472317	0.024024024	0.350960025	1	1 
1	1	0	1	1	0.134247918	0.099099099	0.442870633	1	1 
0	1	0	1	1	0.15188633	0.027027027	0.120868744	1	1 
1	1	0	1	1	0.312591867	0.014014014	0.337425244	1	1 
1	1	1	0	1	0.170014699	0.049049049	0.781869688	1	1 
1	1	0	1	1	0.519843214	0.074074074	0.102297765	1	-1 
1	1	0	1	1	0.412542871	0.050515516	0.158954989	1	-1 
1	1	0	1	1	0.265066144	0.014014014	0.128423041	1	-1 
0	1	0	0	1	0.265066144	0.024024024	0.182247403	1	-1 
0	1	0	0	1	0.568838805	0.024024024	0.057916273	1	-1 
0	1	0	1	1	0.381185693	0.049049049	0.036827195	1	-1 
0	1	0	0	1	0.64478197	0.024024024	0.117091596	1	-1 
0	1	1	0	1	0.470847624	0.029029029	0.100723953	1	-1 
0	1	1	0	1	0.171974522	0.024024024	0	1	-1 
1	1	0	1	1	0.306712396	0.024524525	0.050991501	1	-1 
